sample_id,source_mat_id,Extraction Number,imos_project,nrs_sample_code,samp_size,sample_volume_notes,sample_integrity_warnings,notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,QC_flag
102.100.100/27380,102.100.100/27380,,NRS,PHB20120717_25,2,Other - no field log sheet| assume 2 L as per protocol,,,5.98,meth_3.3.1,1.63,meth_3.3.1,1
102.100.100/27381,102.100.100/27381,,NRS,PHB20120717_50,2,Other - no field log sheet| assume 2 L as per protocol,,,2.835,meth_3.3.1,1.19,meth_3.3.1,1
102.100.100/27382,102.100.100/27382,,NRS,PHB20120717_75,2,Other - no field log sheet| assume 2 L as per protocol,,,1.885,meth_3.3.1,1.48,meth_3.3.1,1
102.100.100/27383,102.100.100/27383,,NRS,PHB20120821_0,2,Other - no field log sheet| assume 2 L as per protocol,,,13.73,meth_3.3.1,1.76,meth_3.3.1,1
102.100.100/27384,102.100.100/27384,,NRS,PHB20120821_10,2,Other - no field log sheet| assume 2 L as per protocol,,,8.394,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/27385,102.100.100/27385,,NRS,PHB20120821_100,2,Other - no field log sheet| assume 2 L as per protocol,,,14.48,meth_3.3.1,3.43,meth_3.3.1,1
102.100.100/27386,102.100.100/27386,,NRS,PHB20120821_25,2,Other - no field log sheet| assume 2 L as per protocol,,,6.939,meth_3.3.1,2.87,meth_3.3.1,1
102.100.100/27387,102.100.100/27387,,NRS,PHB20120821_50,2,Other - no field log sheet| assume 2 L as per protocol,,,6.479,meth_3.3.1,1.97,meth_3.3.1,1
102.100.100/27388,102.100.100/27388,,NRS,PHB20120821_75,2,Other - no field log sheet| assume 2 L as per protocol,,,7.142,meth_3.3.1,1.66,meth_3.3.1,1
102.100.100/27389,102.100.100/27389,,NRS,PHB20120917_0,2,Other - no field log sheet| assume 2 L as per protocol,,,10.675,meth_3.3.1,1.85,meth_3.3.1,1
102.100.100/27390,102.100.100/27390,,NRS,PHB20120917_10,2,Other - no field log sheet| assume 2 L as per protocol,,,11.34,meth_3.3.1,1.69,meth_3.3.1,1
102.100.100/27391,102.100.100/27391,,NRS,PHB20120917_100,2,Other - no field log sheet| assume 2 L as per protocol,,,3.64,meth_3.3.1,1.44,meth_3.3.1,1
102.100.100/27392,102.100.100/27392,,NRS,PHB20120917_25,2,Other - no field log sheet| assume 2 L as per protocol,,,16.175,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/27393,102.100.100/27393,,NRS,PHB20120917_50,2,Other - no field log sheet| assume 2 L as per protocol,,,6.155,meth_3.3.1,1.63,meth_3.3.1,1
102.100.100/27394,102.100.100/27394,,NRS,PHB20120917_75,2,Other - no field log sheet| assume 2 L as per protocol,,,4.195,meth_3.3.1,1.82,meth_3.3.1,1
102.100.100/27395,102.100.100/27395,,NRS,PHB20121009_0,2,Other - no field log sheet| assume 2 L as per protocol,,,8.17,meth_3.3.1,1.94,meth_3.3.1,1
102.100.100/27396,102.100.100/27396,,NRS,PHB20121009_10,2,Other - no field log sheet| assume 2 L as per protocol,,,6,meth_3.3.1,1.77,meth_3.3.1,1
102.100.100/27397,102.100.100/27397,,NRS,PHB20121009_100,2,Other - no field log sheet| assume 2 L as per protocol,,,2.815,meth_3.3.1,1.92,meth_3.3.1,1
102.100.100/27398,102.100.100/27398,,NRS,PHB20121009_25,2,Other - no field log sheet| assume 2 L as per protocol,,,5.8,meth_3.3.1,2.07,meth_3.3.1,1
102.100.100/27399,102.100.100/27399,,NRS,PHB20121009_50,2,Other - no field log sheet| assume 2 L as per protocol,,,7.165,meth_3.3.1,1.93,meth_3.3.1,1
102.100.100/27400,102.100.100/27400,,NRS,PHB20121009_75,2,Other - no field log sheet| assume 2 L as per protocol,,,3.795,meth_3.3.1,2.04,meth_3.3.1,1
102.100.100/27401,102.100.100/27401,,NRS,PHB20121120_0,2,Other - no field log sheet| assume 2 L as per protocol,,,3.415,meth_3.3.1,2.54,meth_3.3.1,1
102.100.100/27402,102.100.100/27402,,NRS,PHB20121120_10,2,Other - no field log sheet| assume 2 L as per protocol,,,3.54,meth_3.3.1,1.99,meth_3.3.1,1
102.100.100/27403,102.100.100/27403,,NRS,PHB20121120_100,2,Other - no field log sheet| assume 2 L as per protocol,,,2.125,meth_3.3.1,1.75,meth_3.3.1,1
102.100.100/27404,102.100.100/27404,,NRS,PHB20121120_25,2,Other - no field log sheet| assume 2 L as per protocol,,,2.17,meth_3.3.1,1.53,meth_3.3.1,1
102.100.100/27405,102.100.100/27405,,NRS,PHB20121120_50,2,Other - no field log sheet| assume 2 L as per protocol,,,2.95,meth_3.3.1,1.99,meth_3.3.1,1
102.100.100/27406,102.100.100/27406,,NRS,PHB20121120_75,2,Other - no field log sheet| assume 2 L as per protocol,,,5.665,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/27407,102.100.100/27407,,NRS,PHB20121218_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,9.215,meth_3.3.1,1.6,meth_3.3.1,1
102.100.100/27408,102.100.100/27408,,NRS,PHB20121218_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,10.62,meth_3.3.1,1.84,meth_3.3.1,1
102.100.100/27409,102.100.100/27409,,NRS,PHB20121218_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.54,meth_3.3.1,1.44,meth_3.3.1,1
102.100.100/27410,102.100.100/27410,,NRS,PHB20121218_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,9.88,meth_3.3.1,1.58,meth_3.3.1,1
102.100.100/27411,102.100.100/27411,,NRS,PHB20121218_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,10.305,meth_3.3.1,1.74,meth_3.3.1,1
102.100.100/27412,102.100.100/27412,,NRS,PHB20121218_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.55,meth_3.3.1,1.69,meth_3.3.1,1
102.100.100/27413,102.100.100/27413,,NRS,PHB20130125_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,physicochemical data not available,2.6,meth_3.3.1,1.47,meth_3.3.1,1
102.100.100/27414,102.100.100/27414,,NRS,PHB20130227_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,8.6525,meth_3.3.1,1.82,meth_3.3.1,1
102.100.100/27415,102.100.100/27415,,NRS,PHB20130227_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.945,meth_3.3.1,1.68,meth_3.3.1,1
102.100.100/27416,102.100.100/27416,,NRS,PHB20130227_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,2.4425,meth_3.3.1,1.74,meth_3.3.1,1
102.100.100/27417,102.100.100/27417,,NRS,PHB20130227_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,2.07,meth_3.3.1,1.22,meth_3.3.1,1
102.100.100/27418,102.100.100/27418,,NRS,PHB20130227_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.8875,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/27419,102.100.100/27419,,NRS,PHB20130227_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.2375,meth_3.3.1,1.53,meth_3.3.1,1
102.100.100/27420,102.100.100/27420,,NRS,PHB20130319_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.311,meth_3.3.1,2.09,meth_3.3.1,1
102.100.100/27421,102.100.100/27421,,NRS,PHB20130319_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,10.6,meth_3.3.1,2.17,meth_3.3.1,1
102.100.100/27422,102.100.100/27422,,NRS,PHB20130319_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.802,meth_3.3.1,2.14,meth_3.3.1,1
102.100.100/27423,102.100.100/27423,,NRS,PHB20130319_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,11.27,meth_3.3.1,2.66,meth_3.3.1,1
102.100.100/27424,102.100.100/27424,,NRS,PHB20130319_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,5.505,meth_3.3.1,1.9,meth_3.3.1,1
102.100.100/27425,102.100.100/27425,,NRS,PHB20130319_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,4.393,meth_3.3.1,1.93,meth_3.3.1,1
102.100.100/27426,102.100.100/27426,,NRS,PHB20130422_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,5.36,meth_3.3.1,1.67,meth_3.3.1,1
102.100.100/27427,102.100.100/27427,,NRS,PHB20130422_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.685,meth_3.3.1,1.74,meth_3.3.1,1
102.100.100/27428,102.100.100/27428,,NRS,PHB20130422_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3,meth_3.3.1,1.49,meth_3.3.1,1
102.100.100/27429,102.100.100/27429,,NRS,PHB20130422_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,1.6225,meth_3.3.1,1.32,meth_3.3.1,1
102.100.100/27430,102.100.100/27430,,NRS,PHB20130422_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,4.025,meth_3.3.1,2.05,meth_3.3.1,1
102.100.100/27431,102.100.100/27431,,NRS,PHB20130422_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,4.39,meth_3.3.1,1.81,meth_3.3.1,1
102.100.100/27432,102.100.100/27432,,NRS,PHB20130514_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,4.6225,meth_3.3.1,1.73,meth_3.3.1,1
102.100.100/27433,102.100.100/27433,,NRS,PHB20130514_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,9.6025,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/27434,102.100.100/27434,,NRS,PHB20130514_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.135,meth_3.3.1,1.66,meth_3.3.1,1
102.100.100/27435,102.100.100/27435,,NRS,PHB20130514_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.1275,meth_3.3.1,1.47,meth_3.3.1,1
102.100.100/27436,102.100.100/27436,,NRS,PHB20130514_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,5.66,meth_3.3.1,1.59,meth_3.3.1,1
102.100.100/27437,102.100.100/27437,,NRS,PHB20130514_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,2.8825,meth_3.3.1,1.54,meth_3.3.1,1
102.100.100/27438,102.100.100/27438,,NRS,PHB20130611_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,2.915,meth_3.3.1,2.01,meth_3.3.1,1
102.100.100/27439,102.100.100/27439,,NRS,PHB20130611_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,2.9125,meth_3.3.1,1.5,meth_3.3.1,1
102.100.100/27440,102.100.100/27440,,NRS,PHB20130611_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,1.98,meth_3.3.1,1.85,meth_3.3.1,1
102.100.100/27441,102.100.100/27441,,NRS,PHB20130611_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,1.7275,meth_3.3.1,2.07,meth_3.3.1,1
102.100.100/27442,102.100.100/27442,,NRS,PHB20130611_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.8225,meth_3.3.1,1.75,meth_3.3.1,1
102.100.100/27443,102.100.100/27443,,NRS,PHB20130611_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,7.2825,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/27444,102.100.100/27444,,NRS,PHB20130725_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,7.36,meth_3.3.1,1.71,meth_3.3.1,1
102.100.100/27445,102.100.100/27445,,NRS,PHB20130725_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.622,meth_3.3.1,1.76,meth_3.3.1,1
102.100.100/27446,102.100.100/27446,,NRS,PHB20130725_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,12.51,meth_3.3.1,2.01,meth_3.3.1,1
102.100.100/27447,102.100.100/27447,,NRS,PHB20130725_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.766,meth_3.3.1,4.79,meth_3.3.1,1
102.100.100/27448,102.100.100/27448,,NRS,PHB20130725_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,9.402,meth_3.3.1,2.17,meth_3.3.1,1
102.100.100/27449,102.100.100/27449,,NRS,PHB20130725_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,7.593,meth_3.3.1,1.39,meth_3.3.1,1
102.100.100/27450,102.100.100/27450,,NRS,PHB20130826_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps,8.374,meth_3.3.1,1.77,meth_3.3.1,1
102.100.100/27451,102.100.100/27451,,NRS,PHB20130826_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps,9.683,meth_3.3.1,2.03,meth_3.3.1,1
102.100.100/27452,102.100.100/27452,,NRS,PHB20130826_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps,7.823,meth_3.3.1,2.23,meth_3.3.1,1
102.100.100/27453,102.100.100/27453,,NRS,PHB20130826_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps,5.279,meth_3.3.1,3.57,meth_3.3.1,1
102.100.100/27454,102.100.100/27454,,NRS,PHB20130826_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps,4.506,meth_3.3.1,2.22,meth_3.3.1,1
102.100.100/27455,102.100.100/27455,,NRS,PHB20130826_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps,7.056,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/27456,102.100.100/27456,,NRS,PHB20130915_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.615,meth_3.3.1,2.3,meth_3.3.1,1
102.100.100/27457,102.100.100/27457,,NRS,PHB20130915_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.415,meth_3.3.1,2.7,meth_3.3.1,1
102.100.100/27458,102.100.100/27458,,NRS,PHB20130915_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,0.7554,meth_3.3.1,-6.83,meth_3.3.1,1
102.100.100/27459,102.100.100/27459,,NRS,PHB20130915_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,5.217,meth_3.3.1,4.49,meth_3.3.1,1
102.100.100/27460,102.100.100/27460,,NRS,PHB20130915_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.754,meth_3.3.1,2.13,meth_3.3.1,1
102.100.100/27461,102.100.100/27461,,NRS,PHB20130915_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,1.333,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/27462,102.100.100/27462,,NRS,PHB20131020_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,15.01,meth_3.3.1,2,meth_3.3.1,1
102.100.100/27463,102.100.100/27463,,NRS,PHB20131020_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,16.56,meth_3.3.1,2.02,meth_3.3.1,1
102.100.100/27464,102.100.100/27464,,NRS,PHB20131020_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,4.72,meth_3.3.1,1.86,meth_3.3.1,1
102.100.100/27465,102.100.100/27465,,NRS,PHB20131020_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,2.439,meth_3.3.1,5.96,meth_3.3.1,1
102.100.100/27466,102.100.100/27466,,NRS,PHB20131020_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,9.355,meth_3.3.1,2.66,meth_3.3.1,1
102.100.100/27467,102.100.100/27467,,NRS,PHB20131020_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,5.2,meth_3.3.1,1.57,meth_3.3.1,1
102.100.100/27468,102.100.100/27468,,NRS,PHB20131202_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,8.681,meth_3.3.1,2.14,meth_3.3.1,1
102.100.100/27469,102.100.100/27469,,NRS,PHB20131202_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.269,meth_3.3.1,2.37,meth_3.3.1,1
102.100.100/27470,102.100.100/27470,,NRS,PHB20131202_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.311,meth_3.3.1,2.02,meth_3.3.1,1
102.100.100/27471,102.100.100/27471,,NRS,PHB20131202_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,6.268,meth_3.3.1,6.73,meth_3.3.1,1
102.100.100/27472,102.100.100/27472,,NRS,PHB20131202_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.277,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/27473,102.100.100/27473,,NRS,PHB20131202_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,2.185,meth_3.3.1,1.33,meth_3.3.1,1
102.100.100/27474,102.100.100/27474,,NRS,PHB20140120_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,15.65,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/27475,102.100.100/27475,,NRS,PHB20140120_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,13.84,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/27476,102.100.100/27476,,NRS,PHB20140120_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,1.289,meth_3.3.1,1.3,meth_3.3.1,1
102.100.100/27477,102.100.100/27477,,NRS,PHB20140120_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.84,meth_3.3.1,5.14,meth_3.3.1,1
102.100.100/27478,102.100.100/27478,,NRS,PHB20140120_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,3.189,meth_3.3.1,1.84,meth_3.3.1,1
102.100.100/27479,102.100.100/27479,,NRS,PHB20140120_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,4.276,meth_3.3.1,1.55,meth_3.3.1,1
102.100.100/21814,102.100.100/21814,,NRS,PHB20140211_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21815,102.100.100/21815,,NRS,PHB20140211_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21819,102.100.100/21819,,NRS,PHB20140211_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21816,102.100.100/21816,,NRS,PHB20140211_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21817,102.100.100/21817,,NRS,PHB20140211_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21818,102.100.100/21818,,NRS,PHB20140211_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/27480,102.100.100/27480,,NRS,PHB20140317_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,10.83,meth_3.3.1,2,meth_3.3.1,1
102.100.100/27481,102.100.100/27481,,NRS,PHB20140317_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.139,meth_3.3.1,2.04,meth_3.3.1,1
102.100.100/27482,102.100.100/27482,,NRS,PHB20140317_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,2.31,meth_3.3.1,1.73,meth_3.3.1,1
102.100.100/27483,102.100.100/27483,,NRS,PHB20140317_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,4.558,meth_3.3.1,4.41,meth_3.3.1,1
102.100.100/27484,102.100.100/27484,,NRS,PHB20140317_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,10.76,meth_3.3.1,5.49,meth_3.3.1,1
102.100.100/27485,102.100.100/27485,,NRS,PHB20140317_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,4.303,meth_3.3.1,1.33,meth_3.3.1,1
102.100.100/27486,102.100.100/27486,,NRS,PHB20140427_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,18.8,meth_3.3.1,1.96,meth_3.3.1,1
102.100.100/27487,102.100.100/27487,,NRS,PHB20140427_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.803,meth_3.3.1,2.33,meth_3.3.1,1
102.100.100/27488,102.100.100/27488,,NRS,PHB20140427_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,1.106,meth_3.3.1,3.04,meth_3.3.1,1
102.100.100/27489,102.100.100/27489,,NRS,PHB20140427_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,4.686,meth_3.3.1,2.4,meth_3.3.1,1
102.100.100/27490,102.100.100/27490,,NRS,PHB20140427_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,9.021,meth_3.3.1,1.86,meth_3.3.1,1
102.100.100/27491,102.100.100/27491,,NRS,PHB20140427_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,2.923,meth_3.3.1,1.53,meth_3.3.1,1
102.100.100/27492,102.100.100/27492,,NRS,PHB20140515_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.905,meth_3.3.1,2.08,meth_3.3.1,1
102.100.100/27493,102.100.100/27493,,NRS,PHB20140515_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.35,meth_3.3.1,2.09,meth_3.3.1,1
102.100.100/27494,102.100.100/27494,,NRS,PHB20140515_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,1.954,meth_3.3.1,2.49,meth_3.3.1,1
102.100.100/27495,102.100.100/27495,,NRS,PHB20140515_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,4.72,meth_3.3.1,3.19,meth_3.3.1,1
102.100.100/27496,102.100.100/27496,,NRS,PHB20140515_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,1.657,meth_3.3.1,3.65,meth_3.3.1,1
102.100.100/27497,102.100.100/27497,,NRS,PHB20140515_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,4.603,meth_3.3.1,1.59,meth_3.3.1,1
102.100.100/27498,102.100.100/27498,,NRS,PHB20140612_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.541,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/27499,102.100.100/27499,,NRS,PHB20140612_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.636,meth_3.3.1,2.14,meth_3.3.1,1
102.100.100/27500,102.100.100/27500,,NRS,PHB20140612_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,2.28,meth_3.3.1,2.03,meth_3.3.1,1
102.100.100/27502,102.100.100/27502,,NRS,PHB20140612_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,1.425,meth_3.3.1,-2.11,meth_3.3.1,1
102.100.100/27503,102.100.100/27503,,NRS,PHB20140612_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.064,meth_3.3.1,1.39,meth_3.3.1,1
102.100.100/27501,102.100.100/27501,,NRS,PHB20140612_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,2.79,meth_3.3.1,1.6,meth_3.3.1,1
102.100.100/27504,102.100.100/27504,,NRS,PHB20140716_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,1.331,meth_3.3.1,2.98,meth_3.3.1,1
102.100.100/27505,102.100.100/27505,,NRS,PHB20140716_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,6.504,meth_3.3.1,1.93,meth_3.3.1,1
102.100.100/27506,102.100.100/27506,,NRS,PHB20140716_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.122,meth_3.3.1,1.64,meth_3.3.1,1
102.100.100/27507,102.100.100/27507,,NRS,PHB20140716_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,8.549,meth_3.3.1,2.6,meth_3.3.1,1
102.100.100/27508,102.100.100/27508,,NRS,PHB20140716_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.784,meth_3.3.1,1.69,meth_3.3.1,1
102.100.100/27509,102.100.100/27509,,NRS,PHB20140716_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,13.56,meth_3.3.1,1.65,meth_3.3.1,1
102.100.100/27510,102.100.100/27510,,NRS,PHB20140824_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,22.31,meth_3.3.1,1.81,meth_3.3.1,1
102.100.100/27511,102.100.100/27511,,NRS,PHB20140824_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,18.31,meth_3.3.1,1.72,meth_3.3.1,1
102.100.100/27512,102.100.100/27512,,NRS,PHB20140824_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,4.627,meth_3.3.1,2.23,meth_3.3.1,1
102.100.100/27513,102.100.100/27513,,NRS,PHB20140824_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,6.911,meth_3.3.1,2.36,meth_3.3.1,1
102.100.100/27514,102.100.100/27514,,NRS,PHB20140824_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,8.831,meth_3.3.1,1.61,meth_3.3.1,1
102.100.100/27515,102.100.100/27515,,NRS,PHB20140824_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.,4.637,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/27516,102.100.100/27516,,NRS,PHB20140911_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.; Noctiluca,13.35,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/27517,102.100.100/27517,,NRS,PHB20140911_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.; Noctiluca,14.66,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/27518,102.100.100/27518,,NRS,PHB20140911_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.; Noctiluca,7.596,meth_3.3.1,1.8,meth_3.3.1,1
