sample_id,source_mat_id,Extraction Number,imos_project,nrs_sample_code,samp_size,sample_volume_notes,sample_integrity_warnings,notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,QC_flag
102.100.100/139814,102.100.100/139814,513,NRS,ROT20181211_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405090,102.100.100/405090,796,NRS,ROT20181211_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141296,102.100.100/141296,797,NRS,ROT20181211_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139976,102.100.100/139976,534,NRS,ROT20181211_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139815,102.100.100/139815,514,NRS,ROT20190125_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405091,102.100.100/405091,799,NRS,ROT20190125_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141297,102.100.100/141297,801,NRS,ROT20190125_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139977,102.100.100/139977,535,NRS,ROT20190125_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139816,102.100.100/139816,523,NRS,ROT20190221_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405092,102.100.100/405092,803,NRS,ROT20190221_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141298,102.100.100/141298,805,NRS,ROT20190221_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139978,102.100.100/139978,536,NRS,ROT20190221_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139817,102.100.100/139817,524,NRS,ROT20190306_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405093,102.100.100/405093,807,NRS,ROT20190306_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141299,102.100.100/141299,809,NRS,ROT20190306_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139979,102.100.100/139979,537,NRS,ROT20190306_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139818,102.100.100/139818,515,NRS,ROT20190507_0,1.6,Mechanical breakage - pump tubing leak,,,-9999,-9999,-9999,-9999,1
102.100.100/405094,102.100.100/405094,811,NRS,ROT20190507_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141300,102.100.100/141300,812,NRS,ROT20190507_30,1.25,Mechanical breakage - pump tubing leak,Other - cracked filter,,-9999,-9999,-9999,-9999,1
102.100.100/139819,102.100.100/139819,516,NRS,ROT20190527_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405095,102.100.100/405095,814,NRS,ROT20190527_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141301,102.100.100/141301,815,NRS,ROT20190527_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139980,102.100.100/139980,538,NRS,ROT20190527_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139820,102.100.100/139820,525,NRS,ROT20190621_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141302,102.100.100/141302,818,NRS,ROT20190621_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139981,102.100.100/139981,539,NRS,ROT20190621_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139821,102.100.100/139821,609,NRS,ROT20190711_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141303,102.100.100/141303,833,NRS,ROT20190711_10,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405096,102.100.100/405096,834,NRS,ROT20190711_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139982,102.100.100/139982,633,NRS,ROT20190711_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139822,102.100.100/139822,610,NRS,ROT20190819_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405097,102.100.100/405097,838,NRS,ROT20190819_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141304,102.100.100/141304,839,NRS,ROT20190819_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139983,102.100.100/139983,634,NRS,ROT20190819_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139823,102.100.100/139823,611,NRS,ROT20191011_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405098,102.100.100/405098,894,NRS,ROT20191011_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141305,102.100.100/141305,895,NRS,ROT20191011_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139984,102.100.100/139984,635,NRS,ROT20191011_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/139824,102.100.100/139824,612,NRS,ROT20191104_0,2,,,Sampling observations - visible Trichodesmium bloom ,-9999,-9999,-9999,-9999,1
102.100.100/405099,102.100.100/405099,896,NRS,ROT20191104_20,2,,,Sampling observations - visible Trichodesmium bloom ,-9999,-9999,-9999,-9999,1
102.100.100/141306,102.100.100/141306,843,NRS,ROT20191104_30,2,,,Sampling observations - visible Trichodesmium bloom ,-9999,-9999,-9999,-9999,1
102.100.100/139985,102.100.100/139985,636,NRS,ROT20191104_46,2,,Other - sterivex leaking and approx. half of lysis lost,Sampling observations - visible Trichodesmium bloom ,-9999,-9999,-9999,-9999,1
102.100.100/141145,102.100.100/141145,1025,NRS,ROT20191126_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405100,102.100.100/405100,1027,NRS,ROT20191126_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141307,102.100.100/141307,1028,NRS,ROT20191126_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141194,102.100.100/141194,1030,NRS,ROT20191126_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141146,102.100.100/141146,1031,NRS,ROT20191218_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405101,102.100.100/405101,1033,NRS,ROT20191218_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141308,102.100.100/141308,1034,NRS,ROT20191218_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141195,102.100.100/141195,1036,NRS,ROT20191218_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141147,102.100.100/141147,1037,NRS,ROT20200128_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405102,102.100.100/405102,1039,NRS,ROT20200128_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141196,102.100.100/141196,1042,NRS,ROT20200128_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141148,102.100.100/141148,1055,NRS,ROT20200304_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141309,102.100.100/141309,1057,NRS,ROT20200304_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141197,102.100.100/141197,1060,NRS,ROT20200304_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141149,102.100.100/141149,1061,NRS,ROT20200520_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141310,102.100.100/141310,1062,NRS,ROT20200520_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141198,102.100.100/141198,1064,NRS,ROT20200520_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141150,102.100.100/141150,1065,NRS,ROT20200605_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141311,102.100.100/141311,1067,NRS,ROT20200605_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141199,102.100.100/141199,1070,NRS,ROT20200605_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141151,102.100.100/141151,1123,NRS,ROT20200710_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141312,102.100.100/141312,1125,NRS,ROT20200710_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141200,102.100.100/141200,1128,NRS,ROT20200710_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141152,102.100.100/141152,1129,NRS,ROT20200730_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405103,102.100.100/405103,1131,NRS,ROT20200730_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141313,102.100.100/141313,1132,NRS,ROT20200730_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141201,102.100.100/141201,1134,NRS,ROT20200730_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141314,102.100.100/141314,1279,NRS,ROT20200825_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405104,102.100.100/405104,1263,NRS,ROT20200825_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141315,102.100.100/141315,1265,NRS,ROT20200825_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141316,102.100.100/141316,1266,NRS,ROT20200825_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141317,102.100.100/141317,1273,NRS,ROT20201013_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405105,102.100.100/405105,1275,NRS,ROT20201013_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400736,102.100.100/400736,1277,NRS,ROT20201013_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141318,102.100.100/141318,1278,NRS,ROT20201013_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141319,102.100.100/141319,1281,NRS,ROT20201106_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405106,102.100.100/405106,1283,NRS,ROT20201106_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400737,102.100.100/400737,1315,NRS,ROT20201106_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141320,102.100.100/141320,1316,NRS,ROT20201106_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141321,102.100.100/141321,1285,NRS,ROT20201127_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405107,102.100.100/405107,1287,NRS,ROT20201127_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400738,102.100.100/400738,1289,NRS,ROT20201127_40,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/141322,102.100.100/141322,1290,NRS,ROT20201127_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400779,102.100.100/400779,1861,NRS,ROT20210121_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405108,102.100.100/405108,1863,NRS,ROT20210121_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400780,102.100.100/400780,1864,NRS,ROT20210121_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400781,102.100.100/400781,1866,NRS,ROT20210121_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400782,102.100.100/400782,1855,NRS,ROT20210224_0,2,,WARNING - samples not filtered on day of collection (filtered 20210225),,-9999,-9999,-9999,-9999,1
102.100.100/405109,102.100.100/405109,1857,NRS,ROT20210224_20,2,,WARNING - samples not filtered on day of collection (filtered 20210225),,-9999,-9999,-9999,-9999,1
102.100.100/400783,102.100.100/400783,1858,NRS,ROT20210224_30,2,,WARNING - samples not filtered on day of collection (filtered 20210225),,-9999,-9999,-9999,-9999,1
102.100.100/400784,102.100.100/400784,1860,NRS,ROT20210224_47,2,,WARNING - samples not filtered on day of collection (filtered 20210225),,-9999,-9999,-9999,-9999,1
102.100.100/400785,102.100.100/400785,1867,NRS,ROT20210407_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405110,102.100.100/405110,1869,NRS,ROT20210407_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400786,102.100.100/400786,1870,NRS,ROT20210407_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400787,102.100.100/400787,1872,NRS,ROT20210407_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400788,102.100.100/400788,1873,NRS,ROT20210428_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405111,102.100.100/405111,1875,NRS,ROT20210428_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400789,102.100.100/400789,1902,NRS,ROT20210428_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400790,102.100.100/400790,1883,NRS,ROT20210803_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405112,102.100.100/405112,1885,NRS,ROT20210803_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400791,102.100.100/400791,1888,NRS,ROT20210803_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400792,102.100.100/400792,1816,NRS,ROT20210818_0,2,,WARNING - samples not filtered on day of collection (filtered 20210821),,-9999,-9999,-9999,-9999,1
102.100.100/405113,102.100.100/405113,1818,NRS,ROT20210818_20,2,,WARNING - samples not filtered on day of collection (filtered 20210821),,-9999,-9999,-9999,-9999,1
102.100.100/400763,102.100.100/400763,1821,NRS,ROT20210818_47,2,,WARNING - samples not filtered on day of collection (filtered 20210821),,-9999,-9999,-9999,-9999,1
102.100.100/400794,102.100.100/400794,1877,NRS,ROT20210928_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405114,102.100.100/405114,1879,NRS,ROT20210928_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400795,102.100.100/400795,1882,NRS,ROT20210928_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400813,102.100.100/400813,1991,NRS,ROT20211105_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405115,102.100.100/405115,3114,NRS,ROT20211105_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400836,102.100.100/400836,1992,NRS,ROT20211105_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400814,102.100.100/400814,1985,NRS,ROT20211125_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405116,102.100.100/405116,2112,NRS,ROT20211125_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400837,102.100.100/400837,1986,NRS,ROT20211125_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400815,102.100.100/400815,1983,NRS,ROT20211207_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405117,102.100.100/405117,2081,NRS,ROT20211207_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400838,102.100.100/400838,1984,NRS,ROT20211207_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400816,102.100.100/400816,1987,NRS,ROT20211220_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405118,102.100.100/405118,2109,NRS,ROT20211220_30,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400839,102.100.100/400839,1988,NRS,ROT20211220_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400817,102.100.100/400817,1990,NRS,ROT20220125_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405119,102.100.100/405119,2122,NRS,ROT20220125_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400840,102.100.100/400840,1989,NRS,ROT20220125_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400868,102.100.100/400868,2103,NRS,ROT20220329_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405120,102.100.100/405120,2105,NRS,ROT20220329_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400892,102.100.100/400892,2108,NRS,ROT20220329_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400869,102.100.100/400869,2097,NRS,ROT20220413_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405121,102.100.100/405121,2099,NRS,ROT20220413_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400894,102.100.100/400894,2102,NRS,ROT20220413_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400909,102.100.100/400909,2238,NRS,ROT20220811_0,2,,WARNING: Storage or transport conditions compromised,,-9999,-9999,-9999,-9999,1
102.100.100/403730,102.100.100/403730,3260,NRS,ROT20220811_20,2,,WARNING: Storage or transport conditions compromised,,1.05,meth_3.3.3,-9999,-9999,1
102.100.100/400928,102.100.100/400928,2239,NRS,ROT20220811_47,2,,WARNING: Storage or transport conditions compromised,,-9999,-9999,-9999,-9999,1
102.100.100/400910,102.100.100/400910,2240,NRS,ROT20220825_0,2,,WARNING: Storage or transport conditions compromised,,-9999,-9999,-9999,-9999,1
102.100.100/403731,102.100.100/403731,3254,NRS,ROT20220825_20,2,,WARNING: Storage or transport conditions compromised,,0.588,meth_3.3.3,-9999,-9999,1
102.100.100/400929,102.100.100/400929,2241,NRS,ROT20220825_47,2,,WARNING: Storage or transport conditions compromised,,-9999,-9999,-9999,-9999,1
102.100.100/400911,102.100.100/400911,2242,NRS,ROT20220912_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403732,102.100.100/403732,3265,NRS,ROT20220912_20,2,,,,0.286,meth_3.3.3,-9999,-9999,1
102.100.100/400930,102.100.100/400930,2243,NRS,ROT20220912_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403733,102.100.100/403733,3256,NRS,ROT20220929_20,2,,,,0.324,meth_3.3.3,-9999,-9999,1
102.100.100/400931,102.100.100/400931,2244,NRS,ROT20220929_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/400912,102.100.100/400912,2245,NRS,ROT20221026_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403734,102.100.100/403734,3268,NRS,ROT20221026_20,2,,,,0.0506,meth_3.3.3,-9999,-9999,1
102.100.100/400932,102.100.100/400932,2246,NRS,ROT20221026_47,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402860,102.100.100/402860,3042,NRS,ROT20221201_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405122,102.100.100/405122,3044,NRS,ROT20221201_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402887,102.100.100/402887,3047,NRS,ROT20221201_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402861,102.100.100/402861,3052,NRS,ROT20221221_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405123,102.100.100/405123,3053,NRS,ROT20221221_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402888,102.100.100/402888,3051,NRS,ROT20221221_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402862,102.100.100/402862,3054,NRS,ROT20230224_0,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/405124,102.100.100/405124,3056,NRS,ROT20230224_20,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/402890,102.100.100/402890,3059,NRS,ROT20230224_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403624,102.100.100/403624,3125,NRS,ROT20230515_0,2,,,,6.23,meth_3.3.3,-9999,-9999,1
102.100.100/403625,102.100.100/403625,3127,NRS,ROT20230515_20,2,,,,7.78,meth_3.3.3,-9999,-9999,1
102.100.100/403626,102.100.100/403626,3130,NRS,ROT20230515_46,2,,,,0.998,meth_3.3.3,-9999,-9999,1
102.100.100/403627,102.100.100/403627,3131,NRS,ROT20230529_0,2,,,,5.18,meth_3.3.3,-9999,-9999,1
102.100.100/403628,102.100.100/403628,3133,NRS,ROT20230529_20,2,,,,4.73,meth_3.3.3,-9999,-9999,1
102.100.100/403629,102.100.100/403629,3136,NRS,ROT20230529_46,2,,,,2.41,meth_3.3.3,-9999,-9999,1
102.100.100/403621,102.100.100/403621,3119,NRS,ROT20230613_0,2,,,,8.83,meth_3.3.3,-9999,-9999,1
102.100.100/403622,102.100.100/403622,3121,NRS,ROT20230613_20,2,,,,4.11,meth_3.3.3,-9999,-9999,1
102.100.100/403623,102.100.100/403623,3124,NRS,ROT20230613_46,2,,,,-9999,-9999,-9999,-9999,1
102.100.100/403673,102.100.100/403673,3199,NRS,ROT20230731_0,2,,,,5.63,meth_3.3.3,-9999,-9999,1
102.100.100/403729,102.100.100/403729,3322,NRS,ROT20230731_20,2,,,,9.39,meth_3.3.3,-9999,-9999,1
102.100.100/403674,102.100.100/403674,3201,NRS,ROT20230731_46,2,,,,1.79,meth_3.3.3,-9999,-9999,1
102.100.100/403675,102.100.100/403675,3202,NRS,ROT20230821_0,2,,,,5.82,meth_3.3.3,-9999,-9999,1
102.100.100/403736,102.100.100/403736,3325,NRS,ROT20230821_20,2,,,,11.8,meth_3.3.3,-9999,-9999,1
102.100.100/403676,102.100.100/403676,3204,NRS,ROT20230821_47,2,,,,4.73,meth_3.3.3,-9999,-9999,1
102.100.100/403679,102.100.100/403679,3207,NRS,ROT20230928_0,2,,,,7.03,meth_3.3.3,-9999,-9999,1
102.100.100/403737,102.100.100/403737,3328,NRS,ROT20230928_20,2,,,,8.04,meth_3.3.3,-9999,-9999,1
102.100.100/403680,102.100.100/403680,3208,NRS,ROT20230928_46,2,,,,0.736,meth_3.3.3,-9999,-9999,1
102.100.100/403677,102.100.100/403677,3205,NRS,ROT20231024_0,2,,,,4.68,meth_3.3.3,-9999,-9999,1
102.100.100/403670,102.100.100/403670,3194,NRS,ROT20231024_20,2,,,,1.43,meth_3.3.3,-9999,-9999,1
102.100.100/403678,102.100.100/403678,3206,NRS,ROT20231024_47,2,,,,3.16,meth_3.3.3,-9999,-9999,1
102.100.100/403762,102.100.100/403762,3457,NRS,ROT20231108_0,2,,,,4.36,meth_3.3.3,-9999,-9999,1
102.100.100/404234,102.100.100/404234,3461,NRS,ROT20231108_20,2,,,,6.14,meth_3.3.3,-9999,-9999,1
102.100.100/404235,102.100.100/404235,3458,NRS,ROT20231108_46,2,,,,2.22,meth_3.3.3,-9999,-9999,1
102.100.100/403763,102.100.100/403763,3459,NRS,ROT20231128_0,2,,,,4.67,meth_3.3.3,-9999,-9999,1
102.100.100/404236,102.100.100/404236,3462,NRS,ROT20231128_20,2,,,,4.57,meth_3.3.3,-9999,-9999,1
102.100.100/404237,102.100.100/404237,3460,NRS,ROT20231128_47,2,,,,4.01,meth_3.3.3,-9999,-9999,1
102.100.100/403764,102.100.100/403764,3463,NRS,ROT20231215_0,2,,,,3.12,meth_3.3.3,-9999,-9999,1
102.100.100/404238,102.100.100/404238,3464,NRS,ROT20231215_20,2,,,,5.7,meth_3.3.3,-9999,-9999,1
102.100.100/404239,102.100.100/404239,3465,NRS,ROT20231215_47,2,,,,3.89,meth_3.3.3,-9999,-9999,1
102.100.100/403765,102.100.100/403765,3466,NRS,ROT20240216_0,2,,,,6.04,meth_3.3.3,-9999,-9999,1
102.100.100/404240,102.100.100/404240,3467,NRS,ROT20240216_20,2,,,,7.19,meth_3.3.3,-9999,-9999,1
102.100.100/404241,102.100.100/404241,3468,NRS,ROT20240216_46,2,,,,4.61,meth_3.3.3,-9999,-9999,1
102.100.100/403766,102.100.100/403766,3469,NRS,ROT20240326_0,2,,,,5.18,meth_3.3.3,-9999,-9999,1
102.100.100/404242,102.100.100/404242,3470,NRS,ROT20240326_20,2,,,,6.14,meth_3.3.3,-9999,-9999,1
102.100.100/404243,102.100.100/404243,3471,NRS,ROT20240326_46,2,,,,5.96,meth_3.3.3,-9999,-9999,1
102.100.100/404435,102.100.100/404435,3540,NRS,ROT20240612_0,2,,,,4.24,meth_3.3.3,-9999,-9999,1
102.100.100/404461,102.100.100/404461,3541,NRS,ROT20240612_20,2,,,,5.67,meth_3.3.3,-9999,-9999,1
102.100.100/404462,102.100.100/404462,3542,NRS,ROT20240612_47,2,,,,4.34,meth_3.3.3,-9999,-9999,1
102.100.100/405027,102.100.100/405027,3615,NRS,ROT20240704_0,2,,,,11.7,meth_3.3.3,-9999,-9999,1
102.100.100/405065,102.100.100/405065,3616,NRS,ROT20240704_20,2,,,,11.2,meth_3.3.3,-9999,-9999,1
102.100.100/405066,102.100.100/405066,3617,NRS,ROT20240704_47,2,,,,10.5,meth_3.3.3,-9999,-9999,1
102.100.100/405028,102.100.100/405028,3618,NRS,ROT20240724_0,2,,,,5.31,meth_3.3.3,-9999,-9999,1
102.100.100/405067,102.100.100/405067,3619,NRS,ROT20240724_20,2,,,,5.76,meth_3.3.3,-9999,-9999,1
102.100.100/405068,102.100.100/405068,3620,NRS,ROT20240724_47,2,,,,2.22,meth_3.3.3,-9999,-9999,1
102.100.100/405029,102.100.100/405029,3644,NRS,ROT20240815_0,2,,,,12.7,meth_3.3.3,-9999,-9999,1
102.100.100/405069,102.100.100/405069,3645,NRS,ROT20240815_20,2,,,,10.3,meth_3.3.3,-9999,-9999,1
102.100.100/405070,102.100.100/405070,3646,NRS,ROT20240815_47,2,,,,3.61,meth_3.3.3,-9999,-9999,1
102.100.100/405030,102.100.100/405030,3621,NRS,ROT20240912_0,2,,,,8.47,meth_3.3.3,-9999,-9999,1
102.100.100/405071,102.100.100/405071,3622,NRS,ROT20240912_20,2,,,,8.66,meth_3.3.3,-9999,-9999,1
102.100.100/405072,102.100.100/405072,3623,NRS,ROT20240912_46,2,,,,9.2,meth_3.3.3,-9999,-9999,1
102.100.100/405397,102.100.100/405397,3746,NRS,ROT20241022_0,2,,,,5.75,meth_3.3.3,-9999,-9999,1
102.100.100/405431,102.100.100/405431,3747,NRS,ROT20241022_20,2,,,,5.75,meth_3.3.3,-9999,-9999,1
102.100.100/405432,102.100.100/405432,3749,NRS,ROT20241022_46,2,,,,7.06,meth_3.3.3,-9999,-9999,1
102.100.100/405398,102.100.100/405398,3750,NRS,ROT20241108_0,2,,,,9.83,meth_3.3.3,-9999,-9999,1
102.100.100/405433,102.100.100/405433,3752,NRS,ROT20241108_20,2,,,,7.27,meth_3.3.3,-9999,-9999,1
102.100.100/405434,102.100.100/405434,3755,NRS,ROT20241108_46,2,,,,6.21,meth_3.3.3,-9999,-9999,1
102.100.100/405399,102.100.100/405399,3756,NRS,ROT20241212_0,2,,,,5.18,meth_3.3.3,-9999,-9999,1
102.100.100/405435,102.100.100/405435,3758,NRS,ROT20241212_20,2,,,,3.77,meth_3.3.3,-9999,-9999,1
102.100.100/405436,102.100.100/405436,3761,NRS,ROT20241212_46,2,,,,4.43,meth_3.3.3,-9999,-9999,1
102.100.100/704023,102.100.100/704023,3774,NRS,ROT20250204_0,2,,,,10,meth_3.3.3,-9999,-9999,1
102.100.100/685033,102.100.100/685033,3775,NRS,ROT20250204_20,2,,,,7.88,meth_3.3.3,-9999,-9999,1
102.100.100/704024,102.100.100/704024,3776,NRS,ROT20250204_46,2,,,,3.79,meth_3.3.3,-9999,-9999,1
102.100.100/684933,102.100.100/684933,3767,NRS,ROT20250219_0,2,,,,4.76,meth_3.3.3,-9999,-9999,1
102.100.100/685039,102.100.100/685039,3768,NRS,ROT20250219_20,2,,,,9.93,meth_3.3.3,-9999,-9999,1
102.100.100/685044,102.100.100/685044,3769,NRS,ROT20250219_46,2,,,,6,meth_3.3.3,-9999,-9999,1
102.100.100/684938,102.100.100/684938,3770,NRS,ROT20250320_0,2,,,,7.7,meth_3.3.3,-9999,-9999,1
102.100.100/685048,102.100.100/685048,3771,NRS,ROT20250320_20,2,,,,8.08,meth_3.3.3,-9999,-9999,1
102.100.100/685052,102.100.100/685052,3772,NRS,ROT20250320_46,2,,,,2.08,meth_3.3.3,-9999,-9999,1
102.100.100/403767,102.100.100/403767,3423,NRS,VBM20240407_0,2,,,,55.3,meth_3.3.3,-9999,-9999,1
102.100.100/404468,102.100.100/404468,3425,NRS,VBM20240407_20,2,,,,29.8,meth_3.3.3,-9999,-9999,1
102.100.100/404469,102.100.100/404469,3426,NRS,VBM20240407_50,2,,,,5.26,meth_3.3.3,-9999,-9999,1
