sample_id,source_mat_id,imos_site_code,coastal_id,sample_type,utc_date_sampled,utc_time_sampled,collection_date,notes,depth,tot_depth_water_col,samp_size,samp_vol_we_dna_ext,sample_volume_notes,sample_integrity_warnings,temp,AM_internal_notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,ammonium,chlorophyll_a,chlorophyll_ctd,conductivity_aqueous,fluor,nitrate_nitrite,nitrite,oxygen,par,part_org_carb,ph,phosphate,salinity,salinity_lab,secchi_depth,silicate,transmittance,tss,turbidity,nitrate,tot_nitro,tot_phosp
102.100.100/400497,102.100.100/400497,CSTRM,WQQ695_D0,Coastal water,20/02/2023,23:15:00,2023-02-20T23:15:00Z,,2,7,2,2,,,28.31,,29.2,meth_3.3.3,,,0.125,0.532,0.289,,,0.17,0.01,,,17.113,,0.04,28.739,28.99,2,21.575,55.723,3,ND,,,
102.100.100/400498,102.100.100/400498,CSTRM,WQQ695_D0,Coastal water,20/02/2023,23:18:00,2023-02-20T23:18:00Z,,2,7,2,2,,,28.31,,25.5,meth_3.3.3,,,0.125,0.532,0.289,,,0.17,0.01,,,17.113,,0.04,28.739,28.99,2,21.575,55.723,3,ND,,,
102.100.100/400499,102.100.100/400499,CSTRM,WQQ695_D0,Coastal water,20/02/2023,23:21:00,2023-02-20T23:21:00Z,,2,7,2,2,,,28.31,,2.18,meth_3.3.3,,,0.125,0.532,0.289,,,0.17,0.01,,,17.113,,0.04,28.739,28.99,2,21.575,55.723,3,ND,,,
102.100.100/400508,102.100.100/400508,CSGNI,WQQ713_D1,Coastal water,23/02/2023,0:01:00,2023-02-23T00:01:00Z,,35,38,2,2,,,28.71,,13.9,meth_3.3.3,,,0.405,0.279,ND,,,0.135,0.045,,,3.39,,0.045,33.782,33.775,8,3.4,92.162,0.365,ND,,,
102.100.100/400500,102.100.100/400500,CSRMR,WQQ704_D0,Coastal water,23/02/2023,0:26:00,2023-02-23T00:26:00Z,,2,8,2,2,,,28.332,,17.5,meth_3.3.3,,,0.4,0.474,0.289,,,0.27,0.045,,,11.197,,0.07,31.052,31.448,2.5,17.49,65.687,2.88,ND,,,
102.100.100/400501,102.100.100/400501,CSRMR,WQQ704_D0,Coastal water,23/02/2023,0:29:00,2023-02-23T00:29:00Z,,2,8,2,2,,,28.332,,20.9,meth_3.3.3,,,0.4,0.474,0.289,,,0.27,0.045,,,11.197,,0.07,31.052,31.448,2.5,17.49,65.687,2.88,ND,,,
102.100.100/402269,102.100.100/402269,CSTRP,,Coastal water,23/02/2023,0:29:00,2023-02-23T00:29:00Z,,2,,2,2,,,,,61.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/400502,102.100.100/400502,CSRMR,WQQ704_D0,Coastal water,23/02/2023,0:31:00,2023-02-23T00:31:00Z,,2,8,2,2,,,28.332,,16.2,meth_3.3.3,,,0.4,0.474,0.289,,,0.27,0.045,,,11.197,,0.07,31.052,31.448,2.5,17.49,65.687,2.88,ND,,,
102.100.100/402270,102.100.100/402270,CSTRP,,Coastal water,23/02/2023,0:34:00,2023-02-23T00:34:00Z,,2,,2,2,,,,,65.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402271,102.100.100/402271,CSTRP,,Coastal water,23/02/2023,0:38:00,2023-02-23T00:38:00Z,,2,,2,2,,,,,43.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/400503,102.100.100/400503,CSGNI,WQQ713_D0,Coastal water,23/02/2023,23:48:00,2023-02-23T23:48:00Z,,0,38,2,2,,,28.5,,10.9,meth_3.3.3,,,0.12,0.41,ND,,,0.135,0.015,,,6.59,,0.035,32.491,32.61,8,8.45,89.432,0.49,ND,,,
102.100.100/400504,102.100.100/400504,CSGNI,WQQ713_D0,Coastal water,23/02/2023,23:50:00,2023-02-23T23:50:00Z,,0,38,2,2,,,28.5,,13.5,meth_3.3.3,,,0.12,0.41,ND,,,0.135,0.015,,,6.59,,0.035,32.491,32.61,8,8.45,89.432,0.49,ND,,,
102.100.100/400505,102.100.100/400505,CSGNI,WQQ713_D0,Coastal water,23/02/2023,23:52:00,2023-02-23T23:52:00Z,,0,38,2,2,,,28.5,,22,meth_3.3.3,,,0.12,0.41,ND,,,0.135,0.015,,,6.59,,0.035,32.491,32.61,8,8.45,89.432,0.49,ND,,,
102.100.100/400506,102.100.100/400506,CSGNI,WQQ713_D1,Coastal water,23/02/2023,23:56:00,2023-02-23T23:56:00Z,,35,38,2,2,,,28.71,,11.8,meth_3.3.3,,,0.405,0.279,ND,,,0.135,0.045,,,3.39,,0.045,33.782,33.775,8,3.4,92.162,0.365,ND,,,
102.100.100/400507,102.100.100/400507,CSGNI,WQQ713_D1,Coastal water,23/02/2023,23:59:00,2023-02-23T23:59:00Z,,35,38,2,2,,,28.71,,12.4,meth_3.3.3,,,0.405,0.279,ND,,,0.135,0.045,,,3.39,,0.045,33.782,33.775,8,3.4,92.162,0.365,ND,,,
102.100.100/400509,102.100.100/400509,CSYKK,WQQ715_D0,Coastal water,24/02/2023,0:38:00,2023-02-24T00:38:00Z,,0,9.4,2,2,,,28.459,,42,meth_3.3.3,,,0.09,0.666,0.268,,,0.05,0.01,,,13.513,,0.025,31.36,31.457,3,10.14,66.141,2.21,ND,,,
102.100.100/400510,102.100.100/400510,CSYKK,WQQ715_D0,Coastal water,24/02/2023,0:40:00,2023-02-24T00:40:00Z,,0,9.4,2,2,,,28.459,,34.1,meth_3.3.3,,,0.09,0.666,0.268,,,0.05,0.01,,,13.513,,0.025,31.36,31.457,3,10.14,66.141,2.21,ND,,,
102.100.100/400511,102.100.100/400511,CSYKK,WQQ715_D0,Coastal water,24/02/2023,0:41:00,2023-02-24T00:41:00Z,,0,9.4,2,2,,,28.459,,42.9,meth_3.3.3,,,0.09,0.666,0.268,,,0.05,0.01,,,13.513,,0.025,31.36,31.457,3,10.14,66.141,2.21,ND,,,
102.100.100/400512,102.100.100/400512,CSYKK,WQQ715_D1,Coastal water,24/02/2023,0:43:00,2023-02-24T00:43:00Z,,7,9.4,2,2,,,28.423,,3.43,meth_3.3.3,,,0.235,0.735,0.348,,,0.055,0.01,,,11.163,,0.03,32.387,32.371,3,11.86,75.555,1.51,ND,,,
102.100.100/400513,102.100.100/400513,CSYKK,WQQ715_D1,Coastal water,24/02/2023,0:45:00,2023-02-24T00:45:00Z,,7,9.4,2,2,,,28.423,,27.6,meth_3.3.3,,,0.235,0.735,0.348,,,0.055,0.01,,,11.163,,0.03,32.387,32.371,3,11.86,75.555,1.51,ND,,,
102.100.100/400514,102.100.100/400514,CSYKK,WQQ715_D1,Coastal water,24/02/2023,0:47:00,2023-02-24T00:47:00Z,,7,9.4,2,2,,,28.423,,30.5,meth_3.3.3,,,0.235,0.735,0.348,,,0.055,0.01,,,11.163,,0.03,32.387,32.371,3,11.86,75.555,1.51,ND,,,
102.100.100/400515,102.100.100/400515,CSPTD,WQQ717_D0,Coastal water,24/02/2023,4:35:00,2023-02-24T04:35:00Z,,0,15,2,2,,,28.681,,26.9,meth_3.3.3,,,0.075,0.549,0.268,,,0.095,0.01,,,9.223,,0.04,32.646,32.678,5,7.13,82.938,1.105,ND,,,
102.100.100/400516,102.100.100/400516,CSPTD,WQQ717_D0,Coastal water,24/02/2023,4:37:00,2023-02-24T04:37:00Z,,0,15,2,2,,,28.681,,16.5,meth_3.3.3,,,0.075,0.549,0.268,,,0.095,0.01,,,9.223,,0.04,32.646,32.678,5,7.13,82.938,1.105,ND,,,
102.100.100/400517,102.100.100/400517,CSPTD,WQQ717_D0,Coastal water,24/02/2023,4:38:00,2023-02-24T04:38:00Z,,0,15,2,2,,,28.681,,20.9,meth_3.3.3,,,0.075,0.549,0.268,,,0.095,0.01,,,9.223,,0.04,32.646,32.678,5,7.13,82.938,1.105,ND,,,
102.100.100/400518,102.100.100/400518,CSPTD,WQQ717_D1,Coastal water,24/02/2023,4:40:00,2023-02-24T04:40:00Z,,12,15,2,2,,,28.568,,7.24,meth_3.3.3,,,0.1,0.4,0.381,,,0.05,0.01,,,8.032,,0.01,32.642,32.673,5,7.195,79.104,1.29,ND,,,
102.100.100/400519,102.100.100/400519,CSPTD,WQQ717_D1,Coastal water,24/02/2023,4:42:00,2023-02-24T04:42:00Z,,12,15,2,2,,,28.568,,19.8,meth_3.3.3,,,0.1,0.4,0.381,,,0.05,0.01,,,8.032,,0.01,32.642,32.673,5,7.195,79.104,1.29,ND,,,
102.100.100/400520,102.100.100/400520,CSPTD,WQQ717_D1,Coastal water,24/02/2023,4:44:00,2023-02-24T04:44:00Z,,12,15,2,2,,,28.568,,23,meth_3.3.3,,,0.1,0.4,0.381,,,0.05,0.01,,,8.032,,0.01,32.642,32.673,5,7.195,79.104,1.29,ND,,,
102.100.100/400521,102.100.100/400521,CSCTL,WQQ718_D0,Coastal water,24/02/2023,22:21:00,2023-02-24T22:21:00Z,,0,16,2,2,,,27.862,,18.6,meth_3.3.3,,,0.175,0.497,0.268,,,0.065,0.01,,,15.247,,0.01,30.089,29.812,2.5,8.46,69.885,1.99,ND,,,
102.100.100/400522,102.100.100/400522,CSCTL,WQQ718_D0,Coastal water,24/02/2023,22:23:00,2023-02-24T22:23:00Z,,0,16,2,2,,,27.862,,20.5,meth_3.3.3,,,0.175,0.497,0.268,,,0.065,0.01,,,15.247,,0.01,30.089,29.812,2.5,8.46,69.885,1.99,ND,,,
102.100.100/400523,102.100.100/400523,CSCTL,WQQ718_D0,Coastal water,24/02/2023,22:24:00,2023-02-24T22:24:00Z,,0,16,2,2,,,27.862,,16.2,meth_3.3.3,,,0.175,0.497,0.268,,,0.065,0.01,,,15.247,,0.01,30.089,29.812,2.5,8.46,69.885,1.99,ND,,,
102.100.100/400524,102.100.100/400524,CSCTL,WQQ718_D1,Coastal water,24/02/2023,22:26:00,2023-02-24T22:26:00Z,,14,16,2,2,,,28.571,,15.4,meth_3.3.3,,,0.195,0.462,0.368,,,0.06,0.01,,,6.797,,0.015,32.259,32.254,2.5,17.015,77.883,1.77,ND,,,
102.100.100/400525,102.100.100/400525,CSCTL,WQQ718_D1,Coastal water,24/02/2023,22:28:00,2023-02-24T22:28:00Z,,14,16,2,2,,,28.571,,12,meth_3.3.3,,,0.195,0.462,0.368,,,0.06,0.01,,,6.797,,0.015,32.259,32.254,2.5,17.015,77.883,1.77,ND,,,
102.100.100/400526,102.100.100/400526,CSCTL,WQQ718_D1,Coastal water,24/02/2023,22:31:00,2023-02-24T22:31:00Z,,14,16,2,2,,,28.571,,17.3,meth_3.3.3,,,0.195,0.462,0.368,,,0.06,0.01,,,6.797,,0.015,32.259,32.254,2.5,17.015,77.883,1.77,ND,,,
102.100.100/400527,102.100.100/400527,CSDBI,WQQ716_D0,Coastal water,25/02/2023,2:54:00,2023-02-25T02:54:00Z,,0,19,2,2,,,28.517,,25.6,meth_3.3.3,,,0.13,0.506,ND,,,0.06,0.01,,,7.398,,0.01,32.537,32.552,9,7.58,89.692,0.515,ND,,,
102.100.100/400528,102.100.100/400528,CSDBI,WQQ716_D0,Coastal water,25/02/2023,2:56:00,2023-02-25T02:56:00Z,,0,19,2,2,,,28.517,,18.9,meth_3.3.3,,,0.13,0.506,ND,,,0.06,0.01,,,7.398,,0.01,32.537,32.552,9,7.58,89.692,0.515,ND,,,
102.100.100/400529,102.100.100/400529,CSDBI,WQQ716_D0,Coastal water,25/02/2023,2:58:00,2023-02-25T02:58:00Z,,0,19,2,2,,,28.517,,24.5,meth_3.3.3,,,0.13,0.506,ND,,,0.06,0.01,,,7.398,,0.01,32.537,32.552,9,7.58,89.692,0.515,ND,,,
102.100.100/400530,102.100.100/400530,CSDBI,WQQ716_D1,Coastal water,25/02/2023,3:00:00,2023-02-25T03:00:00Z,,17,19,2,2,,,28.525,,26.9,meth_3.3.3,,,0.15,0.498,ND,,,0.025,0.01,,,8.232,,0.01,32.697,32.729,9,7.275,85.753,0.83,ND,,,
102.100.100/400531,102.100.100/400531,CSDBI,WQQ716_D1,Coastal water,25/02/2023,3:02:00,2023-02-25T03:02:00Z,,17,19,2,2,,,28.525,,17.6,meth_3.3.3,,,0.15,0.498,ND,,,0.025,0.01,,,8.232,,0.01,32.697,32.729,9,7.275,85.753,0.83,ND,,,
102.100.100/400532,102.100.100/400532,CSDBI,WQQ716_D1,Coastal water,25/02/2023,3:04:00,2023-02-25T03:04:00Z,,17,19,2,2,,,28.525,,14.7,meth_3.3.3,,,0.15,0.498,ND,,,0.025,0.01,,,8.232,,0.01,32.697,32.729,9,7.275,85.753,0.83,ND,,,
102.100.100/400533,102.100.100/400533,CSFLB,WQQ714_D0,Coastal water,25/02/2023,5:00:00,2023-02-25T05:00:00Z,,0,7,2,2,,,28.302,,33.7,meth_3.3.3,,,0.095,0.628,0.268,,,0.01,0.01,,,15.88,,0.02,32.136,32.256,2.5,8.005,55.956,3.78,ND,,,
102.100.100/400534,102.100.100/400534,CSFLB,WQQ714_D0,Coastal water,25/02/2023,5:02:00,2023-02-25T05:02:00Z,,0,7,2,2,,,28.302,,31.9,meth_3.3.3,,,0.095,0.628,0.268,,,0.01,0.01,,,15.88,,0.02,32.136,32.256,2.5,8.005,55.956,3.78,ND,,,
102.100.100/400535,102.100.100/400535,CSFLB,WQQ714_D0,Coastal water,25/02/2023,5:04:00,2023-02-25T05:04:00Z,,0,7,2,2,,,28.302,,32.9,meth_3.3.3,,,0.095,0.628,0.268,,,0.01,0.01,,,15.88,,0.02,32.136,32.256,2.5,8.005,55.956,3.78,ND,,,
102.100.100/400536,102.100.100/400536,CSFLB,WQQ714_D1,Coastal water,25/02/2023,5:06:00,2023-02-25T05:06:00Z,,5,7,2,2,,,28.293,,31.5,meth_3.3.3,,,0.07,0.704,0.349,,,0.01,0.01,,,17.663,,0.01,32.158,32.306,2.5,7.845,55.662,3.8,ND,,,
102.100.100/400537,102.100.100/400537,CSFLB,WQQ714_D1,Coastal water,25/02/2023,5:07:00,2023-02-25T05:07:00Z,,5,7,2,2,,,28.293,,37.1,meth_3.3.3,,,0.07,0.704,0.349,,,0.01,0.01,,,17.663,,0.01,32.158,32.306,2.5,7.845,55.662,3.8,ND,,,
102.100.100/400538,102.100.100/400538,CSFLB,WQQ714_D1,Coastal water,25/02/2023,5:08:00,2023-02-25T05:08:00Z,,5,7,2,2,,,28.293,,33.5,meth_3.3.3,,,0.07,0.704,0.349,,,0.01,0.01,,,17.663,,0.01,,32.306,2.5,7.845,55.662,3.8,ND,,,
102.100.100/402202,102.100.100/402202,CSLOR,EPA VIC Site_Id 369,Coastal water,2/03/2023,0:35:00,2023-03-02T00:35:00Z,,1,5.8,2,2,,,20.6384,,50,meth_3.3.3,,,0.214,0.8,,,4.635,0.571,0.214,223.295,937.29,,8.184,2.26,34.532,,3,3.828,,7.5,0.75,0.428,3.1e-05,9e-06
102.100.100/402203,102.100.100/402203,CSLOR,EPA VIC Site_Id 369,Coastal water,2/03/2023,0:37:00,2023-03-02T00:37:00Z,,1,5.8,2,2,,,20.6384,,57.6,meth_3.3.3,,,0.214,0.8,,,4.635,0.571,0.214,223.295,937.29,,8.184,2.26,34.532,,3,3.828,,7.5,0.75,0.428,3.1e-05,9e-06
102.100.100/402204,102.100.100/402204,CSLOR,EPA VIC Site_Id 369,Coastal water,2/03/2023,0:39:00,2023-03-02T00:39:00Z,no pico - instrument error,1,5.8,2,2,,,20.6384,,44.6,meth_3.3.3,,,0.214,0.8,,,4.635,0.571,0.214,223.295,937.29,,8.184,2.26,34.532,,3,3.828,,7.5,0.75,0.428,3.1e-05,9e-06
102.100.100/402199,102.100.100/402199,CSHOB,EPA VIC Site_Id 1991,Coastal water,2/03/2023,23:00:00,2023-03-02T23:00:00Z,,1,12,2,2,,,20.4944,,44.3,meth_3.3.3,,,1.071,0.5,,,7.837,1.356,0.214,209.451,104.51,,8.088,1.969,33.092,,2,6.657,,11,1.896,1.14,4.6e-05,6e-06
102.100.100/402200,102.100.100/402200,CSHOB,EPA VIC Site_Id 1991,Coastal water,2/03/2023,23:02:00,2023-03-02T23:02:00Z,,1,12,2,2,,,20.4944,,19,meth_3.3.3,,,1.071,0.5,,,7.837,1.356,0.214,209.451,104.51,,8.088,1.969,33.092,,2,6.657,,11,1.896,1.14,4.6e-05,6e-06
102.100.100/402201,102.100.100/402201,CSHOB,EPA VIC Site_Id 1991,Coastal water,2/03/2023,23:04:00,2023-03-02T23:04:00Z,,1,12,2,2,,,20.4944,,21.8,meth_3.3.3,,,1.071,0.5,,,7.837,1.356,0.214,209.451,104.51,,8.088,1.969,33.092,,2,6.657,,11,1.896,1.14,4.6e-05,6e-06
102.100.100/402272,102.100.100/402272,CSTRP,,Coastal water,9/03/2023,21:25:00,2023-03-09T21:25:00Z,,2,,2,2,,,,,22.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402273,102.100.100/402273,CSTRP,,Coastal water,9/03/2023,21:27:00,2023-03-09T21:27:00Z,,2,,2,2,,,,,0.315,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402274,102.100.100/402274,CSTRP,,Coastal water,9/03/2023,21:30:00,2023-03-09T21:30:00Z,,2,,2,2,,,,,41.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402323,102.100.100/402323,CSBAI,,Coastal water,9/03/2023,22:23:00,2023-03-09T22:23:00Z,,2,,2,2,,,,,34.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402324,102.100.100/402324,CSBAI,,Coastal water,9/03/2023,22:26:00,2023-03-09T22:26:00Z,,2,,2,2,,,,,14.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402325,102.100.100/402325,CSBAI,,Coastal water,9/03/2023,22:28:00,2023-03-09T22:28:00Z,,2,,2,2,,,,,23.5,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402328,102.100.100/402328,CSBAI,,Coastal water,22/03/2023,23:15:00,2023-03-22T23:15:00Z,,2,,2,2,,,,,22.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402327,102.100.100/402327,CSBAI,,Coastal water,22/03/2023,23:19:00,2023-03-22T23:19:00Z,,2,,2,2,,,,,16.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402275,102.100.100/402275,CSTRP,,Coastal water,22/03/2023,23:19:00,2023-03-22T23:19:00Z,,2,,2,2,,,,,62.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402326,102.100.100/402326,CSBAI,,Coastal water,22/03/2023,23:24:00,2023-03-22T23:24:00Z,,2,,2,2,,,,,14.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402276,102.100.100/402276,CSTRP,,Coastal water,22/03/2023,23:25:00,2023-03-22T23:25:00Z,,2,,2,2,,,,,50,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402277,102.100.100/402277,CSTRP,,Coastal water,22/03/2023,23:30:00,2023-03-22T23:30:00Z,,2,,2,2,,,,,59.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402320,102.100.100/402320,CSBAI,,Coastal water,23/03/2023,20:09:00,2023-03-23T20:09:00Z,,2,,2,2,,,,,7.45,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402321,102.100.100/402321,CSBAI,,Coastal water,23/03/2023,20:12:00,2023-03-23T20:12:00Z,,2,,2,2,,,,,10.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402322,102.100.100/402322,CSBAI,,Coastal water,23/03/2023,20:15:00,2023-03-23T20:15:00Z,,2,,2,2,,,,,22.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402278,102.100.100/402278,CSTRP,,Coastal water,6/04/2023,0:42:00,2023-04-06T00:42:00Z,,2,,2,2,,,,,23.7,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402279,102.100.100/402279,CSTRP,,Coastal water,6/04/2023,0:46:00,2023-04-06T00:46:00Z,,2,,2,2,,,,,23.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402280,102.100.100/402280,CSTRP,,Coastal water,6/04/2023,0:49:00,2023-04-06T00:49:00Z,,2,,2,2,,,,,24.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402317,102.100.100/402317,CSBAI,,Coastal water,6/04/2023,20:04:00,2023-04-06T20:04:00Z,,2,,2,2,,,,,15.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402318,102.100.100/402318,CSBAI,,Coastal water,6/04/2023,20:08:00,2023-04-06T20:08:00Z,,2,,2,2,,,,,14,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402319,102.100.100/402319,CSBAI,,Coastal water,6/04/2023,20:11:00,2023-04-06T20:11:00Z,,2,,2,2,,,,,11.7,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402281,102.100.100/402281,CSTRP,,Coastal water,20/04/2023,2:29:00,2023-04-20T02:29:00Z,,2,,0.72,0.72,Other - Filters were clogged,,,,30.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402282,102.100.100/402282,CSTRP,,Coastal water,20/04/2023,2:32:00,2023-04-20T02:32:00Z,,2,,0.685,0.685,Other - Filters were clogged,,,,23.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402283,102.100.100/402283,CSTRP,,Coastal water,20/04/2023,2:37:00,2023-04-20T02:37:00Z,,2,,0.66,0.66,Other - Filters were clogged,,,,36.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402314,102.100.100/402314,CSBAI,,Coastal water,20/04/2023,20:08:00,2023-04-20T20:08:00Z,no flow cytometry data - sample compromised,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402315,102.100.100/402315,CSBAI,,Coastal water,20/04/2023,20:08:00,2023-04-20T20:08:00Z,,2,,2,2,,,,,9.61,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402316,102.100.100/402316,CSBAI,,Coastal water,20/04/2023,20:11:00,2023-04-20T20:11:00Z,,2,,2,2,,,,,11.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402311,102.100.100/402311,CSBAI,,Coastal water,4/05/2023,0:04:00,2023-05-04T00:04:00Z,,2,,2,2,,,,,5.15,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402312,102.100.100/402312,CSBAI,,Coastal water,4/05/2023,0:09:00,2023-05-04T00:09:00Z,,2,,2,2,,,,,4.79,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402313,102.100.100/402313,CSBAI,,Coastal water,4/05/2023,0:14:00,2023-05-04T00:14:00Z,,2,,2,2,,,,,4.99,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402284,102.100.100/402284,CSTRP,,Coastal water,4/05/2023,0:29:00,2023-05-04T00:29:00Z,,2,,2,2,,,,,34.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402285,102.100.100/402285,CSTRP,,Coastal water,4/05/2023,0:34:00,2023-05-04T00:34:00Z,,2,,2,2,,,,,75.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402286,102.100.100/402286,CSTRP,,Coastal water,4/05/2023,0:39:00,2023-05-04T00:39:00Z,,2,,2,2,,,,,35.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402308,102.100.100/402308,CSBAI,,Coastal water,18/05/2023,0:10:00,2023-05-18T00:10:00Z,,2,,2,2,,,,,13.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402309,102.100.100/402309,CSBAI,,Coastal water,18/05/2023,0:15:00,2023-05-18T00:15:00Z,,2,,2,2,,,,,15.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402310,102.100.100/402310,CSBAI,,Coastal water,18/05/2023,0:20:00,2023-05-18T00:20:00Z,,2,,2,2,,,,,13.5,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402287,102.100.100/402287,CSTRP,,Coastal water,18/05/2023,0:36:00,2023-05-18T00:36:00Z,,2,,2,2,,,,,7.54,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402288,102.100.100/402288,CSTRP,,Coastal water,18/05/2023,0:41:00,2023-05-18T00:41:00Z,,2,,2,2,,,,,24.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402289,102.100.100/402289,CSTRP,,Coastal water,18/05/2023,0:46:00,2023-05-18T00:46:00Z,,2,,2,2,,,,,6.93,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402205,102.100.100/402205,CSHOB,EPA VIC Site_Id 1991,Coastal water,30/05/2023,0:44:00,2023-05-30T00:44:00Z,,2,12,2,2,,,13.2,,23,meth_3.3.3,,,,,,3.841,,,,286.268,,,,,32.4,,,,,,,,,
102.100.100/402206,102.100.100/402206,CSHOB,EPA VIC Site_Id 1991,Coastal water,30/05/2023,0:46:00,2023-05-30T00:46:00Z,,2,12,2,2,,,13.2,,18.1,meth_3.3.3,,,,,,3.841,,,,286.268,,,,,32.4,,,,,,,,,
102.100.100/402207,102.100.100/402207,CSHOB,EPA VIC Site_Id 1991,Coastal water,30/05/2023,0:48:00,2023-05-30T00:48:00Z,,2,12,2,2,,,13.2,,13.9,meth_3.3.3,,,,,,3.841,,,,286.268,,,,,32.4,,,,,,,,,
102.100.100/402208,102.100.100/402208,CSLOR,EPA VIC Site_Id 369,Coastal water,30/05/2023,3:20:00,2023-05-30T03:20:00Z,,2,5.5,2,2,,,12.6,,9.48,meth_3.3.3,,,,,,4.09,,,,268.767,,,,,35.3,,,,,,,,,
102.100.100/402209,102.100.100/402209,CSLOR,EPA VIC Site_Id 369,Coastal water,30/05/2023,3:23:00,2023-05-30T03:23:00Z,,2,5.5,2,2,,,12.6,,10.5,meth_3.3.3,,,,,,4.09,,,,268.767,,,,,35.3,,,,,,,,,
102.100.100/402210,102.100.100/402210,CSLOR,EPA VIC Site_Id 369,Coastal water,30/05/2023,3:25:00,2023-05-30T03:25:00Z,,2,5.5,2,2,,,12.6,,6.82,meth_3.3.3,,,,,,4.09,,,,268.767,,,,,35.3,,,,,,,,,
102.100.100/402290,102.100.100/402290,CSTRP,,Coastal water,1/06/2023,2:13:00,2023-06-01T02:13:00Z,,2,,2,2,,,,,14.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402291,102.100.100/402291,CSTRP,,Coastal water,1/06/2023,2:19:00,2023-06-01T02:19:00Z,,2,,2,2,,,,,18.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402292,102.100.100/402292,CSTRP,,Coastal water,1/06/2023,2:23:00,2023-06-01T02:23:00Z,,2,,2,2,,,,,8.73,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/402305,102.100.100/402305,CSBAI,,Coastal water,1/06/2023,21:03:00,2023-06-01T21:03:00Z,,2,,2,2,,,,,8.69,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
